"June 2, 2022 at 01:44PM",The Arrow in America’s Heart,https://www.nytimes.com/2022/05/31/us/america-grief-life.html,https://www.nytimes.com/2022/05/31/us/america-grief-life.html
"June 27, 2022 at 12:07PM",Trends are dead,https://www.vox.com/the-goods/23065462/trends-death-subcultures-style,https://www.vox.com/the-goods/23065462/trends-death-subcultures-style
"June 27, 2022 at 12:08PM",What’s Your Rate of Inflation?,"The numbers above are derived from the Consumer Price Index, the best-known measure of inflation. The C.P.I. is based on a “basket of goods”: The prices of…",https://www.nytimes.com/interactive/2022/05/08/business/economy/inflation-calculator.html
"June 27, 2022 at 12:08PM",Nodes – a new way to create with code | https://nodes.io,The Story Intro Nodes is a JavaScript-based 2D canvas for computational thinking. It’s powered by web technologies and the npm ecosystem. We take inspiration…,https://nodes.io
"June 27, 2022 at 12:09PM",The Era of Borderless Data Is Ending,"Nations are accelerating efforts to control data produced within their perimeters, disrupting the flow of what has become a kind of digital currency. Send any…",https://www.nytimes.com/2022/05/23/technology/data-privacy-laws.html
"June 27, 2022 at 12:12PM",First steps in WebGL,In this article we'll see what WebGL is and how to draw a triangle by talking to the graphics processing unit (GPU). Although this simple example could be…,https://aralroca.com/blog/first-steps-in-webgl
"June 27, 2022 at 12:17PM",Notes on a genre,https://www.robinsloan.com/lab/notes-on-a-genre/?utm_source=duncangeere&utm_medium=email,https://www.robinsloan.com/lab/notes-on-a-genre/
"June 27, 2022 at 12:24PM",Making this album with AI ‘felt like wandering in an enormous labyrinth’,"‘Shadow Planet’ was made by Robin Sloan and Jesse Solomon Clark, aka The Cotton Modules, using OpenAI’s Jukebox AI music model. The scare is over and the fun…",https://www.theverge.com/2021/10/28/22750337/shadow-planet-ai-robin-sloan-jesse-solomon-clark
"June 27, 2022 at 12:27PM",Data sonification - turning numbers into sound and music - Process - lines,"radioedit 8d I’ve been promising to start a data sonification thread for a while, and so here it is. I thought it’d be fun to chat a little about the art and…",https://llllllll.co/t/data-sonification-turning-numbers-into-sound-and-music/54930/23?utm_source=duncangeere&utm_medium=email
"June 27, 2022 at 12:28PM",Building a Musical Instrument with the Web Audio API,https://www.taniarascia.com/musical-instrument-web-audio-api/,https://www.taniarascia.com/musical-instrument-web-audio-api/
